drug_id,condition_id,average_rating,class
Tolterodine,Urinary Incontinence,9.285714286,A
Sanctura XR,Urinary Incontinence,9.166666667,A
Detrol LA,Urinary Incontinence,9.125,A
Ditropan,Urinary Incontinence,8.8,B
Bethanechol,Urinary Retention,8,C
Ampicillin,Urinary Tract Infection,10,A
Hyoscyamine / methenamine / methylene blue / sodium biphosphate,Urinary Tract Infection,10,A
Phosphasal,Urinary Tract Infection,10,A
Sulfatrim,Urinary Tract Infection,10,A
Uta,Urinary Tract Infection,10,A
Ofloxacin,Urinary Tract Infection,9.75,A
Rocephin,Urinary Tract Infection,9.590909091,A
Azo-Cranberry,Urinary Tract Infection,9.5,A
Cefixime,Urinary Tract Infection,9.4,A
Hyoscyamine / methenamine / methylene blue / phenyl salicylate,Urinary Tract Infection,9.285714286,A
Hyoscyamine / methenamine / methylene blue / phenyl salicylate / sodium biphosphate,Urinary Tract Infection,9.25,A
Uribel,Urinary Tract Infection,9.25,A
Bactrim,Urinary Tract Infection,9.229357798,A
Cipro,Urinary Tract Infection,9.181818182,A
Sulfamethoxazole / trimethoprim,Urinary Tract Infection,9.070247934,A
Levaquin,Urinary Tract Infection,9.010752688,A
Acetohydroxamic acid,Urinary Tract Infection,9,B
Lithostat,Urinary Tract Infection,9,B
Trimethoprim,Urinary Tract Infection,9,B
Urised,Urinary Tract Infection,9,B
Nitrofurantoin,Urinary Tract Infection,8.94,B
Doxycycline,Urinary Tract Infection,8.914351852,B
Macrobid,Urinary Tract Infection,8.91011236,B
Ampicillin / sulbactam,Urinary Tract Infection,8,C
Citric acid / potassium citrate,Urinary Tract Stones,10,A
Cytra-K,Urinary Tract Stones,10,A
Flomax,Urinary Tract Stones,9.189655172,A
Alavert,Urticaria,10,A
Allegra,Urticaria,9.4375,A
Levocetirizine,Urticaria,9.240506329,A
Cetirizine,Urticaria,9.044117647,A
Difluprednate,Uveitis,10,A
Durezol,Uveitis,10,A
Ozurdex,Uveitis,10,A
Retisert,Uveitis,10,A
Gynazole-1,Vaginal Yeast Infection,10,A
Nizoral,Vaginal Yeast Infection,10,A
Terazol 7,Vaginal Yeast Infection,10,A
Acidophilus,Vaginal Yeast Infection,9.5,A
Diflucan,Vaginal Yeast Infection,9.348837209,A
Fluconazole,Vaginal Yeast Infection,9.189781022,A
Clotrimazole,Vaginal Yeast Infection,9.142857143,A
Tioconazole,Vaginal Yeast Infection,8.975609756,B
Terconazole,Vaginal Yeast Infection,8.925925926,B
Vagistat-1,Vaginal Yeast Infection,8.8,B
Monistat 7,Vaginal Yeast Infection,8.75,B
Miconazole,Vaginal Yeast Infection,8.655172414,B
Monistat 7-Day Combination Pack,Vaginal Yeast Infection,8.611111111,B
Butoconazole,Vaginal Yeast Infection,8.5,B
Monistat 3-Day Combination Pack,Vaginal Yeast Infection,8.269230769,B
Pedi-Dri,Vaginal Yeast Infection,8,C
Terazol,Vaginal Yeast Infection,7.666666667,C
Diphenidol,Vertig,10,A
Vontrol,Vertig,10,A
Dramamine Less Drowsy,Vertig,9.5,A
Antivert,Vertig,9.2,A
Dramamine II,Vertig,9,B
CaloMist,Vitamin B12 Deficiency,10,A
Cyanocobalamin,Vitamin B12 Deficiency,10,A
D3,Vitamin D Deficiency,10,A
Vitamin D2,Vitamin D Deficiency,10,A
Vitamin D3,Vitamin D Deficiency,10,A
Cholecalciferol,Vitamin D Deficiency,9.666666667,A
Ergocalciferol,Vitamin D Deficiency,9,B
Mephyton,Vitamin K Deficiency,10,A
Phytonadione,Vitamin K Deficiency,10,A
Proferrin-ES,Vitamin/Mineral Supplementation and Deficiency,10,A
Chromium picolinate,Vitamin/Mineral Supplementation and Deficiency,9.5,A
Multivitamin with minerals,Vitamin/Mineral Supplementation and Deficiency,9,B
Zinc sulfate,Vitamin/Mineral Supplementation and Deficiency,9,B
Hemax,Vitamin/Mineral Supplementation and Deficiency,8,C
Concept DHA,Vitamin/Mineral Supplementation during Pregnancy/Lactation,10,A
Natelle One,Vitamin/Mineral Supplementation during Pregnancy/Lactation,10,A
Neevo DHA,Vitamin/Mineral Supplementation during Pregnancy/Lactation,10,A
Vitafol-OB+DHA,Vitamin/Mineral Supplementation during Pregnancy/Lactation,10,A
CitraNatal Assure,Vitamin/Mineral Supplementation during Pregnancy/Lactation,9.5,A
Ferrous sulfate,Vitamin/Mineral Supplementation during Pregnancy/Lactation,9.5,A
PreNexa,Vitamin/Mineral Supplementation during Pregnancy/Lactation,9.5,A
"Multivitamin, prenatal",Vitamin/Mineral Supplementation during Pregnancy/Lactation,9.484848485,A
Prenatal Plus,Vitamin/Mineral Supplementation during Pregnancy/Lactation,9.333333333,A
CitraNatal 90 DHA,Vitamin/Mineral Supplementation during Pregnancy/Lactation,9,B
PR Natal 400,Vitamin/Mineral Supplementation during Pregnancy/Lactation,9,B
Tandem DHA,Vitamin/Mineral Supplementation during Pregnancy/Lactation,9,B
Duet DHA,Vitamin/Mineral Supplementation during Pregnancy/Lactation,8.75,B
Provida DHA,Vitamin/Mineral Supplementation during Pregnancy/Lactation,8,C
Cyclophosphamide,Wegener's Granulomatosis,10,A
Belviq XR,Weight Loss,10,A
T-Diet,Weight Loss,10,A
Megace ES,Weight Loss,9.75,A
Ionamin,Weight Loss,9.5,A
Phentercot,Weight Loss,9.5,A
Adipex-P,Weight Loss,9.457627119,A
Belviq,Weight Loss,9.427251732,A
Phentermine,Weight Loss,9.35755814,A
Megestrol,Weight Loss,9.322580645,A
Qsymia,Weight Loss,9.248962656,A
Fastin,Weight Loss,9.230769231,A
Lomaira,Weight Loss,9,B
Phentride,Weight Loss,8,C
Penicillamine,Wilson's Disease,8,C
Biotene Mouthwash,Xerostomia,10,A
Pilocarpine,Xerostomia,10,A
SalivaMAX,Xerostomia,10,A
Salivart,Xerostomia,10,A
Botox Cosmetic,acial Wrinkles,9.666666667,A
Dermal filler,acial Wrinkles,9.333333333,A
Juvederm Voluma XC,acial Wrinkles,7,C
Arcalyst,amilial Cold Autoinflammatory Syndrome,10,A
Rilonacept,amilial Cold Autoinflammatory Syndrome,10,A
Colchicine,amilial Mediterranean Feve,9.026315789,A
Adderall,atigue,9.18902439,A
Clomid,emale Infertility,9.5,A
Clomiphene,emale Infertility,9.482758621,A
Amlodipine / valsartan,ge (amlodipine / valsartan),8.470588235,B
Amlodipine / hydrochlorothiazide / valsartan,ge HCT (amlodipine / hydrochlorothiazide / valsartan),9.75,A
Cesamet,ibromyalgia,10,A
Glucosamine,ibromyalgia,10,A
Amitriptyline,ibromyalgia,9.118181818,A
Lyrica,ibromyalgia,8.95620438,B
Milnacipran,ibromyalgia,8.838709677,B
Savella,ibromyalgia,8.803030303,B
Desyrel,ibromyalgia,8.789473684,B
Cyclobenzaprine,ibromyalgia,8.757575758,B
Flexeril,ibromyalgia,8.7,B
Nabilone,ibromyalgia,8.4,B
Folic acid,lic Acid Deficiency,9,B
Metformin / pioglitazone,min / pioglitazone),8.75,B
Metformin / rosiglitazone,min / rosiglitazone),9,B
Metformin / saxagliptin,min / saxagliptin),8.666666667,B
Metformin / sitagliptin,min / sitagliptin),9,B
Empagliflozin / metformin,min),10,A
Dapagliflozin / metformin,min),9,B
Linagliptin / metformin,min),9,B
Formoterol / mometasone,moterol / mometasone),8.933333333,B
Arformoterol,moterol),9.5,A
Budesonide / formoterol,moterol),9.319148936,A
Salicylic acid / urea,t Care,10,A
Salvax Duo,t Care,10,A
Mycophenolic acid,tic (mycophenolic acid),9.333333333,A
Antihemophilic factor / von willebrand factor,von Willebrand's Disease,10,A
Humate-P,von Willebrand's Disease,10,A
Stimate,von Willebrand's Disease,10,A
