drugName,rating,condition,class
Temovate,10.0,Psoriasis,A
Topicort LP,10.0,Psoriasis,A
Fluocinonide,9.826086956521738,Psoriasis,A
Cloderm,9.8,Psoriasis,A
Clocortolone,9.75,Psoriasis,A
Flurandrenolide,9.75,Psoriasis,A
Cordran Tape,9.714285714285714,Psoriasis,A
Clobex,9.695652173913043,Psoriasis,A
Neoral,9.666666666666666,Psoriasis,A
Tazorac,9.6,Psoriasis,A
Olux,9.555555555555555,Psoriasis,A
Lidex,9.5,Psoriasis,A
Taclonex,9.416666666666666,Psoriasis,A
DesOwen,9.4,Psoriasis,A
Vectical,9.333333333333334,Psoriasis,A
Betamethasone / calcipotriene,9.3125,Psoriasis,A
Ustekinumab,9.244186046511627,Psoriasis,A
Acitretin,9.222222222222221,Psoriasis,A
Stelara,9.211764705882352,Psoriasis,A
Psoriasin,9.2,Psoriasis,A
Soriatane,9.2,Psoriasis,A
Coal tar,9.090909090909092,Psoriasis,A
Coal tar / salicylic acid / sulfur,9.0,Psoriasis,B
MG217 Medicated Tar,9.0,Psoriasis,B
Calcipotriene,8.909090909090908,Psoriasis,B
Dovonex,8.875,Psoriasis,B
Taclonex Scalp,8.75,Psoriasis,B
Alclometasone,8.5,Psoriasis,B
Embeline,8.0,Psoriasis,C
Enstilar,8.0,Psoriasis,C
Thiothixene,9.5,Psychosis,A
Haldol,9.454545454545455,Psychosis,A
Navane,9.333333333333334,Psychosis,A
Trilafon,9.333333333333334,Psychosis,A
Perphenazine,8.88888888888889,Psychosis,B
Haloperidol,8.838709677419354,Psychosis,B
Fluphenazine,8.666666666666666,Psychosis,B
Prolixin,8.666666666666666,Psychosis,B
Haldol Decanoate,8.0,Psychosis,C
Fondaparinux,9.0,Pulmonary Embolism,B
Bosentan,10.0,Pulmonary Hypertension,A
Epoprostenol,10.0,Pulmonary Hypertension,A
Flolan,10.0,Pulmonary Hypertension,A
Macitentan,10.0,Pulmonary Hypertension,A
Opsumit,10.0,Pulmonary Hypertension,A
Tracleer,10.0,Pulmonary Hypertension,A
Ambrisentan,9.571428571428571,Pulmonary Hypertension,A
Letairis,9.571428571428571,Pulmonary Hypertension,A
Revatio,9.0,Pulmonary Hypertension,B
Treprostinil,8.125,Pulmonary Hypertension,B
Tyvaso,8.0,Pulmonary Hypertension,C
Adcirca,7.5,Pulmonary Hypertension,C
Selexipag,7.0,Pulmonary Hypertension,C
Uptravi,7.0,Pulmonary Hypertension,C
Rabies vaccine human diploid cell,10.0,Rabies Prophylaxis,A
Nitro-Bid,10.0,Raynauds Syndrome,A
Procardia,9.666666666666666,Raynauds Syndrome,A
Isoxsuprine,9.5,Raynauds Syndrome,A
Vasodilan,9.0,Raynauds Syndrome,B
Myfortic,9.333333333333334,Rejection Prophylaxis,A
Aldesleukin,10.0,Renal Cell Carcinoma,A
Proleukin,10.0,Renal Cell Carcinoma,A
Pazopanib,9.214285714285714,Renal Cell Carcinoma,A
Votrient,9.18421052631579,Renal Cell Carcinoma,A
Sutent,9.153846153846153,Renal Cell Carcinoma,A
Sunitinib,9.0,Renal Cell Carcinoma,B
Temsirolimus,9.0,Renal Cell Carcinoma,B
Torisel,9.0,Renal Cell Carcinoma,B
Afinitor,8.5,Renal Cell Carcinoma,B
Horizant,9.533333333333333,Restless Legs Syndrome,A
Gabapentin enacarbil,9.333333333333334,Restless Legs Syndrome,A
Mirapex,9.28125,Restless Legs Syndrome,A
Pramipexole,9.263736263736265,Restless Legs Syndrome,A
Neupro,9.03448275862069,Restless Legs Syndrome,A
Rotigotine,9.03448275862069,Restless Legs Syndrome,A
Requip,8.980392156862745,Restless Legs Syndrome,B
Ropinirole,8.921739130434782,Restless Legs Syndrome,B
Levodopa,8.0,Restless Legs Syndrome,C
Evzio,10.0,Reversal of Opioid Sedation,A
Absorbine Jr.,10.0,Rheumatoid Arthritis,A
Auranofin,10.0,Rheumatoid Arthritis,A
Gold sodium thiomalate,10.0,Rheumatoid Arthritis,A
IBU,10.0,Rheumatoid Arthritis,A
Prednicot,10.0,Rheumatoid Arthritis,A
Ridaura,10.0,Rheumatoid Arthritis,A
Corticotropin,9.857142857142858,Rheumatoid Arthritis,A
Acthar,9.75,Rheumatoid Arthritis,A
Xeljanz XR,9.666666666666666,Rheumatoid Arthritis,A
Lorcet 10 / 650,9.363636363636363,Rheumatoid Arthritis,A
Simponi Aria,9.333333333333334,Rheumatoid Arthritis,A
Infliximab,9.33,Rheumatoid Arthritis,A
Remicade,9.315217391304348,Rheumatoid Arthritis,A
Certolizumab,9.285714285714286,Rheumatoid Arthritis,A
Cimzia,9.285714285714286,Rheumatoid Arthritis,A
Adalimumab,9.267441860465116,Rheumatoid Arthritis,A
Humira,9.26,Rheumatoid Arthritis,A
Clinoril,9.25,Rheumatoid Arthritis,A
Medrol,9.25,Rheumatoid Arthritis,A
Etanercept,9.24074074074074,Rheumatoid Arthritis,A
Enbrel,9.23841059602649,Rheumatoid Arthritis,A
Prednisone,9.225589225589225,Rheumatoid Arthritis,A
Golimumab,9.2,Rheumatoid Arthritis,A
Sulindac,9.2,Rheumatoid Arthritis,A
Simponi,9.170731707317072,Rheumatoid Arthritis,A
Rituxan,9.166666666666666,Rheumatoid Arthritis,A
Actemra,9.071428571428571,Rheumatoid Arthritis,A
Orencia,9.0625,Rheumatoid Arthritis,A
Abatacept,9.058823529411764,Rheumatoid Arthritis,A
Rituximab,9.05,Rheumatoid Arthritis,A
Aristospan,9.0,Rheumatoid Arthritis,B
Otrexup,9.0,Rheumatoid Arthritis,B
Sulfasalazine,9.0,Rheumatoid Arthritis,B
Tofacitinib,9.0,Rheumatoid Arthritis,B
Tolectin DS,9.0,Rheumatoid Arthritis,B
Tocilizumab,8.928571428571429,Rheumatoid Arthritis,B
Xeljanz,8.894736842105264,Rheumatoid Arthritis,B
Plaquenil,8.87037037037037,Rheumatoid Arthritis,B
Hydroxychloroquine,8.83495145631068,Rheumatoid Arthritis,B
Methotrexate,8.818965517241379,Rheumatoid Arthritis,B
Leflunomide,8.72,Rheumatoid Arthritis,B
Tolmetin,8.5,Rheumatoid Arthritis,B
Arava,8.461538461538462,Rheumatoid Arthritis,B
Allergy DN PE,10.0,Rhinitis,A
Chlorcyclizine / phenylephrine,10.0,Rhinitis,A
Dallergy,10.0,Rhinitis,A
Chlorpheniramine / methscopolamine / phenylephrine,9.75,Rhinitis,A
Allerx Dose Pack DF,9.6,Rhinitis,A
Flonase,9.533333333333333,Rhinitis,A
Fluticasone,9.406976744186046,Rhinitis,A
Atrovent Nasal,10.0,Rhinorrhea,A
Ipratropium,9.333333333333334,Rhinorrhea,A
Noritate,10.0,Rosacea,A
Prascion RA,10.0,Rosacea,A
Rozex,10.0,Rosacea,A
Clarifoam EF,9.571428571428571,Rosacea,A
Mirvaso,9.5,Rosacea,A
Rhofade,9.5,Rosacea,A
Soolantra,9.49056603773585,Rosacea,A
Sulfacetamide sodium / sulfur,9.484848484848484,Rosacea,A
Brimonidine,9.458333333333334,Rosacea,A
Finacea,9.405405405405405,Rosacea,A
Oracea,9.206896551724139,Rosacea,A
MetroGel,9.166666666666666,Rosacea,A
Doxy 100,9.076923076923077,Rosacea,A
Plexion Cleanser,9.0,Rosacea,B
Azelex,8.833333333333334,Rosacea,B
MetroCream,8.0,Rosacea,C
Rosac,8.0,Rosacea,C
Declomycin,9.0,SIADH,B
Demeclocycline,9.0,SIADH,B
Ivermectin,9.569767441860465,Scabies,A
Elimite,9.0,Scabies,B
Permethrin,8.833333333333334,Scabies,B
Stromectol,8.333333333333334,Scabies,B
Abilify Maintena,10.0,Schizophrenia,A
Mellaril,10.0,Schizophrenia,A
Stelazine,9.4,Schizophrenia,A
Clozapine,9.26086956521739,Schizophrenia,A
Invega Trinza,9.25,Schizophrenia,A
Trifluoperazine,9.222222222222221,Schizophrenia,A
Clozaril,9.0,Schizophrenia,B
Moban,9.0,Schizophrenia,B
Molindone,9.0,Schizophrenia,B
Thioridazine,9.0,Schizophrenia,B
Fanapt,8.916666666666666,Schizophrenia,B
Invega Sustenna,8.88888888888889,Schizophrenia,B
Risperdal Consta,8.166666666666666,Schizophrenia,B
Loxapine,8.0,Schizophrenia,C
Kineret,8.75,Schnitzler Syndrome,B
Naprelan,9.461538461538462,Sciatica,A
Aspirin,9.217391304347826,Sciatica,A
Ibuprofen,9.108433734939759,Sciatica,A
Naproxen,9.08955223880597,Sciatica,A
Naprosyn,8.842105263157896,Sciatica,B
Amrix,8.785714285714286,Sciatica,B
Cyclobenzaprine,8.72645739910314,Sciatica,B
Flexeril,8.689655172413794,Sciatica,B
Budeprion XL,8.916666666666666,Seasonal Affective Disorde,B
Pazeo,10.0,Seasonal Allergic Conjunctivitis,A
Lotemax,9.8,Seasonal Allergic Conjunctivitis,A
Patanol,9.285714285714286,Seasonal Allergic Conjunctivitis,A
Pataday,9.222222222222221,Seasonal Allergic Conjunctivitis,A
Avar LS Cleanser,10.0,Seborrheic Dermatitis,A
Derma-Smoothe / FS (Scalp),10.0,Seborrheic Dermatitis,A
DermaZinc Shampoo,10.0,Seborrheic Dermatitis,A
Extina,10.0,Seborrheic Dermatitis,A
Nizoral Topical,10.0,Seborrheic Dermatitis,A
Ovace Plus,10.0,Seborrheic Dermatitis,A
Xolegel,10.0,Seborrheic Dermatitis,A
Ketoconazole,9.818181818181818,Seborrheic Dermatitis,A
Pyrithione zinc,9.5,Seborrheic Dermatitis,A
Rosula,9.5,Seborrheic Dermatitis,A
Sulfacetamide sodium,9.25,Seborrheic Dermatitis,A
Loprox,9.0,Seborrheic Dermatitis,B
Cutar,8.0,Seborrheic Dermatitis,C
Cinacalcet,9.25,Secondary Hyperparathyroidism,A
Sensipar,9.25,Secondary Hyperparathyroidism,A
Phenergan,9.573770491803279,Sedation,A
Promethazine,9.47887323943662,Sedation,A
Butabarbital,9.0,Sedation,B
Butisol Sodium,9.0,Sedation,B
Hydroxyzine,8.773134328358209,Sedation,B
Desyrel,8.714285714285714,Sedation,B
Vistaril,8.683544303797468,Sedation,B
Desyrel Dividose,8.0,Sedation,C
Trokendi XR,10.0,Seizure Prevention,A
Klonopin Wafer,9.8,Seizure Prevention,A
Topiragen,9.0,Seizure Prevention,B
Lamictal XR,8.5,Seizure Prevention,B
Qudexy XR,10.0,Seizures,A
Phenytek,9.666666666666666,Seizures,A
Phenobarbital,9.5,Seizures,A
Zarontin,9.4,Seizures,A
Keppra XR,9.2,Seizures,A
Ethosuximide,9.142857142857142,Seizures,A
Dilantin,9.0,Seizures,B
Gabitril,9.0,Seizures,B
Luminal,9.0,Seizures,B
Oxtellar XR,9.0,Seizures,B
Fycompa,8.9,Seizures,B
Aptiom,8.833333333333334,Seizures,B
Eslicarbazepine,8.833333333333334,Seizures,B
Levetiracetam,8.728682170542635,Seizures,B
Keppra,8.640449438202246,Seizures,B
Vimpat,8.636363636363637,Seizures,B
Lacosamide,8.625,Seizures,B
Brivaracetam,8.0,Seizures,C
Briviact,8.0,Seizures,C
Acetaminophen / pseudoephedrine,10.0,Sinus Symptoms,A
Advil Cold and Sinus Liqui-Gels,10.0,Sinus Symptoms,A
Alka-Seltzer Cold and Sinus,10.0,Sinus Symptoms,A
Guaifenesin / phenylephrine,10.0,Sinus Symptoms,A
Ornex,10.0,Sinus Symptoms,A
Sine-Off Maximum Strength,10.0,Sinus Symptoms,A
Vicks Dayquil Cold & Flu Relief,10.0,Sinus Symptoms,A
Chlorpheniramine / methscopolamine / pseudoephedrine,9.75,Sinus Symptoms,A
Advil Cold and Sinus,9.6875,Sinus Symptoms,A
Ibuprofen / pseudoephedrine,9.68421052631579,Sinus Symptoms,A
VisRx Dose Pack,9.5,Sinus Symptoms,A
Acetaminophen / dextromethorphan / phenylephrine,9.0,Sinus Symptoms,B
Aleve-D Sinus & Cold,9.0,Sinus Symptoms,B
Naproxen / pseudoephedrine,9.0,Sinus Symptoms,B
Alka-Seltzer Plus Cold Formula Sparkling Original Effervescent Tablets,8.0,Sinus Symptoms,C
Aspirin / chlorpheniramine / phenylephrine,8.0,Sinus Symptoms,C
Phenylephrine / pyrilamine,10.0,Sinusitis,A
Cleocin,9.833333333333334,Sinusitis,A
Cefprozil,9.625,Sinusitis,A
Cefzil,9.5,Sinusitis,A
Omnicef,9.35,Sinusitis,A
Cefuroxime,9.348837209302326,Sinusitis,A
Cedax,9.333333333333334,Sinusitis,A
Ceftibuten,9.333333333333334,Sinusitis,A
Ceftin,9.28,Sinusitis,A
Amoxicillin / clavulanate,9.153061224489797,Sinusitis,A
Cefdinir,9.09433962264151,Sinusitis,A
Deltasone,9.0,Sinusitis,B
Dexchlorpheniramine / dextromethorphan / pseudoephedrine,9.0,Sinusitis,B
Lorabid,9.0,Sinusitis,B
Loracarbef,9.0,Sinusitis,B
Levaquin,8.961538461538462,Sinusitis,B
Clarithromycin,8.775862068965518,Sinusitis,B
Evoxac,9.333333333333334,Sjogrens Syndrome,A
Cevimeline,9.25,Sjogrens Syndrome,A
Efudex,9.4,Skin Cance,A
Fluorouracil,9.107692307692307,Skin Cance,A
Fluoroplex,9.0,Skin Cance,B
pHisoHex,10.0,Skin Disinfection Preoperative,A
Psorcon,10.0,Skin Rash,A
Diflorasone,9.666666666666666,Skin Rash,A
Gentamicin,10.0,Skin and Structure Infection,A
Goldenseal,10.0,Skin and Structure Infection,A
Bactroban,9.909090909090908,Skin and Structure Infection,A
Mupirocin,9.75,Skin and Structure Infection,A
Augmentin XR,9.666666666666666,Skin and Structure Infection,A
Linezolid,9.095238095238095,Skin and Structure Infection,A
Zyvox,9.095238095238095,Skin and Structure Infection,A
Cefepime,9.0,Skin and Structure Infection,B
Cefotaxime,10.0,Skin or Soft Tissue Infection,A
Dicloxacillin,10.0,Skin or Soft Tissue Infection,A
Keflex,9.135135135135135,Skin or Soft Tissue Infection,A
Meropenem,8.0,Skin or Soft Tissue Infection,C
Nicotrol NS,10.0,Smoking Cessation,A
Nicoderm CQ,9.571428571428571,Smoking Cessation,A
Zyban,9.567164179104477,Smoking Cessation,A
Nicorette,9.555555555555555,Smoking Cessation,A
Varenicline,9.542427497314716,Smoking Cessation,A
Chantix,9.530364372469636,Smoking Cessation,A
Nicotrol Inhaler,9.357142857142858,Smoking Cessation,A
Nicotine,9.295454545454545,Smoking Cessation,A
Buproban,9.0,Smoking Cessation,B
Commit,8.875,Smoking Cessation,B
Habitrol,8.75,Smoking Cessation,B
Luvox CR,9.0,Social Anxiety Disorde,B
Cepacol Dual Relief Sore Throat,9.0,Sore Throat,B
Anakinra,8.857142857142858,Stills Disease,B
Zegerid,9.6875,Stomach Ulce,A
Omeprazole / sodium bicarbonate,9.6,Stomach Ulce,A
Carafate,9.133333333333333,Stomach Ulce,A
Calcium carbonate,9.0,Stomach Ulce,B
Tums Regular Strength,9.0,Stomach Ulce,B
Sucralfate,8.942857142857143,Stomach Ulce,B
Erythrocin,10.0,Strep Throat,A
Factive,9.0,Strep Throat,B
Nimodipine,9.333333333333334,Subarachnoid Hemorrhage,A
Deoxycholic acid,10.0,Submental Fullness,A
Kybella,10.0,Submental Fullness,A
Corgard,9.25,Supraventricular Tachycardia,A
Relenza,9.5,Swine Flu,A
Zanamivir,9.5,Swine Flu,A
Belimumab,8.76923076923077,Systemic Lupus Erythematosus,B
Benlysta,8.76923076923077,Systemic Lupus Erythematosus,B
Gastrocrom,9.0,Systemic Mastocytosis,B
Midostaurin,8.0,Systemic Mastocytosis,C
Rydapt,8.0,Systemic Mastocytosis,C
Ifex,10.0,Testicular Cance,A
Ifosfamide,10.0,Testicular Cance,A
Busulfan,10.0,Thrombocythemia,A
Myleran,10.0,Thrombocythemia,A
Zeasorb-AF,10.0,Tinea Corporis,A
Spectazole,9.666666666666666,Tinea Corporis,A
Econazole,9.384615384615385,Tinea Corporis,A
Oxiconazole,9.0,Tinea Corporis,B
Oxistat,9.0,Tinea Corporis,B
Fulvicin U / F,10.0,Tinea Cruris,A
Naftin,10.0,Tinea Cruris,A
Lamisil AT,9.5,Tinea Cruris,A
Griseofulvin,9.333333333333334,Tinea Cruris,A
Tolnaftate,9.0,Tinea Cruris,B
Clioquinol,10.0,Tinea Pedis,A
Ertaczo,10.0,Tinea Pedis,A
Naftifine,10.0,Tinea Pedis,A
Sertaconazole,10.0,Tinea Pedis,A
Zeasorb-AF Drying Gel,10.0,Tinea Pedis,A
Selsun Blue,10.0,Tinea Versicol,A
Selenium sulfide,9.363636363636363,Tinea Versicol,A
Xanax XR,9.666666666666666,Tinnitus,A
Trocaine,9.0,Tonsillitis/Pharyngitis,B
Phenol,8.5,Tonsillitis/Pharyngitis,B
Chloraseptic Sore Throat Spray,8.0,Tonsillitis/Pharyngitis,C
Povidone iodine,10.0,Topical Disinfection,A
Silver nitrate,10.0,Topical Disinfection,A
Sodium hypochlorite,10.0,Topical Disinfection,A
Orap,9.222222222222221,Tourettes Syndrome,A
Pimozide,9.125,Tourettes Syndrome,A
Bayer Childrens Aspirin,10.0,Transient Ischemic Attack,A
Tindamax,8.9,Trichomoniasis,B
Tegretol XR,9.0,Trigeminal Neuralgia,B
Carbamazepine,8.885135135135135,Trigeminal Neuralgia,B
Epitol,8.75,Trigeminal Neuralgia,B
Rifadin,10.0,Tuberculosis Prophylaxis,A
Rifampin,9.5,Tuberculosis Prophylaxis,A
Isoniazid,8.0,Tuberculosis Prophylaxis,C
Delzicol,9.5,Ulcerative Colitis,A
Sulfazine,9.0,Ulcerative Colitis,B
Balsalazide,8.857142857142858,Ulcerative Colitis,B
Entyvio,8.8,Ulcerative Colitis,B
Colazal,8.714285714285714,Ulcerative Colitis,B
Apriso,8.6,Ulcerative Colitis,B
Imuran,8.535714285714286,Ulcerative Colitis,B
Lialda,9.056603773584905,Ulcerative Colitis Active,A
Mesalamine,8.983050847457626,Ulcerative Colitis Active,B
Uceris,8.666666666666666,Ulcerative Colitis Active,B
Canasa,8.5,Ulcerative Colitis Active,B
Rowasa,8.5,Ulcerative Colitis Active,B
Salofalk,9.6,Ulcerative Colitis Maintenance,A
Asacol,9.025,Ulcerative Colitis Maintenance,A
Liothyronine,9.538461538461538,Underactive Thyroid,A
Cytomel,9.466666666666667,Underactive Thyroid,A
Levoxyl,9.4,Underactive Thyroid,A
Synthroid,9.235294117647058,Underactive Thyroid,A
Levothyroxine,9.190045248868778,Underactive Thyroid,A
Levothroid,9.0,Underactive Thyroid,B
NP Thyroid,8.8,Underactive Thyroid,B
E.E.S.-400,10.0,Upper Respiratory Tract Infection,A
Doxycycline,8.910091743119265,Upper Respiratory Tract Infection,B
Biaxin,8.8125,Upper Respiratory Tract Infection,B
Cranberry,9.666666666666666,Urinary Incontinence,A
Azo-Cranberry,9.5,Urinary Incontinence,A
Sanctura XR,9.142857142857142,Urinary Incontinence,A
Oxytrol,9.0,Urinary Incontinence,B
Solifenacin,8.722222222222221,Urinary Incontinence,B
Fesoterodine,8.666666666666666,Urinary Incontinence,B
Ampicillin,10.0,Urinary Tract Infection,A
Doribax,10.0,Urinary Tract Infection,A
Doripenem,10.0,Urinary Tract Infection,A
Hyoscyamine / methenamine / methylene blue / sodium biphosphate,10.0,Urinary Tract Infection,A
Phosphasal,10.0,Urinary Tract Infection,A
Sulfatrim,10.0,Urinary Tract Infection,A
Uta,10.0,Urinary Tract Infection,A
Ceftriaxone,9.615384615384615,Urinary Tract Infection,A
Rocephin,9.612244897959183,Urinary Tract Infection,A
Acidophilus,9.6,Urinary Tract Infection,A
Hyoscyamine / methenamine / methylene blue / phenyl salicylate / sodium biphosphate,9.5,Urinary Tract Infection,A
Amoxil,9.466666666666667,Urinary Tract Infection,A
Uribel,9.4,Urinary Tract Infection,A
Hyoscyamine / methenamine / methylene blue / phenyl salicylate,9.333333333333334,Urinary Tract Infection,A
Amoxicillin,9.21505376344086,Urinary Tract Infection,A
Cipro,9.12621359223301,Urinary Tract Infection,A
Acetohydroxamic acid,9.0,Urinary Tract Infection,B
Lithostat,9.0,Urinary Tract Infection,B
Trimethoprim,9.0,Urinary Tract Infection,B
Urised,9.0,Urinary Tract Infection,B
Septra DS,8.909090909090908,Urinary Tract Infection,B
Ampicillin / sulbactam,8.0,Urinary Tract Infection,C
Citric acid / potassium citrate,10.0,Urinary Tract Stones,A
Cytra-K,10.0,Urinary Tract Stones,A
Alavert,10.0,Urticaria,A
Omalizumab,9.615384615384615,Urticaria,A
Fexofenadine,9.448275862068966,Urticaria,A
Allegra,9.380952380952381,Urticaria,A
Chlor-Trimeton,9.363636363636363,Urticaria,A
Chlorpheniramine,9.333333333333334,Urticaria,A
Levocetirizine,9.178947368421053,Urticaria,A
Xyzal,9.175,Urticaria,A
Cetirizine,9.106382978723405,Urticaria,A
Zyrtec,9.090909090909092,Urticaria,A
Loratadine,9.038461538461538,Urticaria,A
Desloratadine,8.222222222222221,Urticaria,B
Lupron Depot,8.916666666666666,Uterine Fibroids,B
Difluprednate,10.0,Uveitis,A
Durezol,10.0,Uveitis,A
Ozurdex,10.0,Uveitis,A
Retisert,10.0,Uveitis,A
Monistat 1-Day or Night Combination Pack,10.0,Vaginal Yeast Infection,A
Nizoral,10.0,Vaginal Yeast Infection,A
Terazol 3,10.0,Vaginal Yeast Infection,A
Terazol 7,10.0,Vaginal Yeast Infection,A
Lactobacillus acidophilus,9.409090909090908,Vaginal Yeast Infection,A
Diflucan,9.288461538461538,Vaginal Yeast Infection,A
Fluconazole,9.213872832369942,Vaginal Yeast Infection,A
Terconazole,9.027027027027026,Vaginal Yeast Infection,A
Tioconazole,9.0,Vaginal Yeast Infection,B
Monistat 7,8.76923076923077,Vaginal Yeast Infection,B
Monistat 7-Day Combination Pack,8.75,Vaginal Yeast Infection,B
Miconazole,8.698630136986301,Vaginal Yeast Infection,B
Vagistat-1,8.666666666666666,Vaginal Yeast Infection,B
Butoconazole,8.5,Vaginal Yeast Infection,B
Gynazole-1,8.5,Vaginal Yeast Infection,B
Monistat 3-Day Combination Pack,8.290322580645162,Vaginal Yeast Infection,B
Pedi-Dri,8.0,Vaginal Yeast Infection,C
Terazol,7.666666666666667,Vaginal Yeast Infection,C
Horse chestnut,9.0,Varicose Veins,B
Ethmozine,10.0,Ventricular Tachycardia,A
Diphenidol,10.0,Vertig,A
Vontrol,10.0,Vertig,A
Bonine,9.633333333333333,Vertig,A
Antivert,9.5,Vertig,A
Dramamine Less Drowsy,9.5,Vertig,A
Dramamine II,9.333333333333334,Vertig,A
Meclizine,9.193548387096774,Vertig,A
CaloMist,10.0,Vitamin B12 Deficiency,A
D3,10.0,Vitamin D Deficiency,A
Vitamin D2,10.0,Vitamin D Deficiency,A
Vitamin D3,10.0,Vitamin D Deficiency,A
Cholecalciferol,9.666666666666666,Vitamin D Deficiency,A
Ergocalciferol,9.375,Vitamin D Deficiency,A
Mephyton,10.0,Vitamin K Deficiency,A
Phytonadione,10.0,Vitamin K Deficiency,A
Heme iron polypeptide,10.0,Vitamin/Mineral Supplementation and Deficiency,A
Proferrin-ES,10.0,Vitamin/Mineral Supplementation and Deficiency,A
Multivitamin with minerals,9.222222222222221,Vitamin/Mineral Supplementation and Deficiency,A
Folic acid,9.0,Vitamin/Mineral Supplementation and Deficiency,B
Zinc sulfate,9.0,Vitamin/Mineral Supplementation and Deficiency,B
Concept DHA,10.0,Vitamin/Mineral Supplementation during Pregnancy/Lactation,A
Natelle One,10.0,Vitamin/Mineral Supplementation during Pregnancy/Lactation,A
Neevo DHA,10.0,Vitamin/Mineral Supplementation during Pregnancy/Lactation,A
Prenatabs FA,10.0,Vitamin/Mineral Supplementation during Pregnancy/Lactation,A
Vitafol Ultra,10.0,Vitamin/Mineral Supplementation during Pregnancy/Lactation,A
Vitafol-OB+DHA,10.0,Vitamin/Mineral Supplementation during Pregnancy/Lactation,A
Prenatal Plus,9.666666666666666,Vitamin/Mineral Supplementation during Pregnancy/Lactation,A
CitraNatal 90 DHA,9.5,Vitamin/Mineral Supplementation during Pregnancy/Lactation,A
CitraNatal Assure,9.5,Vitamin/Mineral Supplementation during Pregnancy/Lactation,A
PreNexa,9.5,Vitamin/Mineral Supplementation during Pregnancy/Lactation,A
Multivitamin prenatal,9.466666666666667,Vitamin/Mineral Supplementation during Pregnancy/Lactation,A
PR Natal 400,9.0,Vitamin/Mineral Supplementation during Pregnancy/Lactation,B
Tandem DHA,9.0,Vitamin/Mineral Supplementation during Pregnancy/Lactation,B
Duet DHA,8.75,Vitamin/Mineral Supplementation during Pregnancy/Lactation,B
Provida DHA,8.0,Vitamin/Mineral Supplementation during Pregnancy/Lactation,C
Duofilm,10.0,Warts,A
Cyclophosphamide,9.833333333333334,Wegeners Granulomatosis,A
Cytoxan,9.8,Wegeners Granulomatosis,A
Belviq XR,10.0,Weight Loss,A
Suprenza,10.0,Weight Loss,A
T-Diet,10.0,Weight Loss,A
Megace ES,9.6,Weight Loss,A
Ionamin,9.5,Weight Loss,A
Phentercot,9.5,Weight Loss,A
Belviq,9.492537313432836,Weight Loss,A
Lorcaserin,9.488970588235293,Weight Loss,A
Adipex-P,9.458791208791208,Weight Loss,A
Phentermine,9.34837962962963,Weight Loss,A
Fastin,9.314285714285715,Weight Loss,A
Qsymia,9.26158940397351,Weight Loss,A
Phentermine / topiramate,9.255681818181818,Weight Loss,A
Lomaira,9.0,Weight Loss,B
Penicillamine,8.0,Wilsons Disease,C
Biotene Mouthwash,10.0,Xerostomia,A
SalivaMAX,10.0,Xerostomia,A
Salivart,10.0,Xerostomia,A
NeutraSal,9.8,Xerostomia,A
Saliva substitutes,9.76923076923077,Xerostomia,A
Pilocarpine,9.5,Xerostomia,A
Salagen,9.5,Xerostomia,A
Omeprazole,9.182795698924732,Zollinger-Ellison Syndrome,A
Botox Cosmetic,9.75,acial Wrinkles,A
Dermal filler,9.3,acial Wrinkles,A
Dysport,8.666666666666666,acial Wrinkles,B
Juvederm Voluma XC,7.0,acial Wrinkles,C
Arcalyst,10.0,amilial Cold Autoinflammatory Syndrome,A
Rilonacept,10.0,amilial Cold Autoinflammatory Syndrome,A
Clomid,9.575757575757576,emale Infertility,A
Clomiphene,9.525,emale Infertility,A
Childrens Motrin,10.0,eve,A
Advil,9.1875,eve,A
Amlodipine / valsartan,8.368421052631579,ge (amlodipine / valsartan),B
Amlodipine / hydrochlorothiazide / valsartan,9.75,ge HCT (amlodipine / hydrochlorothiazide / valsartan),A
Cesamet,10.0,ibromyalgia,A
Glucosamine,10.0,ibromyalgia,A
Guaifenesin,9.135922330097088,ibromyalgia,A
Sodium oxybate,9.063492063492063,ibromyalgia,A
Pregabalin,8.986842105263158,ibromyalgia,B
Milnacipran,8.836257309941521,ibromyalgia,B
Savella,8.824242424242424,ibromyalgia,B
Gralise,8.5,ibromyalgia,B
Nabilone,8.4,ibromyalgia,B
Menopur,10.0,llicle Stimulation,A
Menotropins,10.0,llicle Stimulation,A
Propranolol,9.453488372093023,mance Anxiety,A
Metformin / pioglitazone,8.75,min / pioglitazone),B
Metformin / rosiglitazone,9.0,min / rosiglitazone),B
Metformin / saxagliptin,9.333333333333334,min / saxagliptin),A
Metformin / sitagliptin,9.2,min / sitagliptin),A
Empagliflozin / metformin,10.0,min),A
Dapagliflozin / metformin,9.25,min),A
Linagliptin / metformin,9.0,min),B
Glyburide / metformin,8.0,min),C
Formoterol / mometasone,9.0,moterol / mometasone),B
Arformoterol,9.5,moterol),A
Formoterol,9.5,moterol),A
Budesonide / formoterol,9.414285714285715,moterol),A
Phenylephrine,9.5,mulation) (phenylephrine),A
Salicylic acid / urea,10.0,t Care,A
Salvax Duo,10.0,t Care,A
Mycophenolic acid,9.5,tic (mycophenolic acid),A
Antihemophilic factor / von willebrand factor,10.0,von Willebrands Disease,A
Humate-P,10.0,von Willebrands Disease,A
Stimate,10.0,von Willebrands Disease,A
